symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
A,865000000,,0,1.326578,8128000000,Agilent Technologies Inc.,0.65,66.83854,0.03864080589385,65.7992,0.021591245193729,6237000000,0.596,0.8627678,2018-07-02 00:00:00.0,315024508,1916000000,1.2,82.7,2.1,2017-10-31,22020600307,0.068357562635323,0.065827335354517,0.0008852647608110001,10,48.9,7.8,4.8100000000000005,4.563793,6.2,3.59,,6.5,3514000000,242345,11,318769547,2018-08-31,4233272,1.73,2.5700000000000003,5.6676,75,60.42,0.054756328079909,0.566276533513511,1.057446478990695,0.026647049207127002
AA,940000000,,14.2857,0.688739,1119000000,Alcoa Corporation,1.33,47.72975,0.002574906367041,43.5048,0.047956936628333,1401000000,0,0,0,186017718,1418000000,,80.6,1.16,2017-12-31,7986640303,0.019034023316678,-0.064438619484491,-0.076143226919758,5,0,0,1.5899999999999999,0.62303287,4.7,0.84,,2.56,6138000000,420411,33,186473040,2018-08-31,8470942,2.47,4.05,-4.0761003,62.35,40.03,-0.046314851926074006,0.910407550637174,0.910407550637174,-0.22367228566249703
AAAU,0,,0,0,0,Perth Mint Physical Gold,0,,0.02274275979557,,0.004349644500209001,0,0,0,0,100000,0,,,0,0,1200700,0.015820642978003,0.02274275979557,0.02274275979557,0,0,0,,,,,,,0,NaN,0,100000,0,0,,0,0,12.13,11.7394,0.02274275979557,0.02274275979557,0.02274275979557,0.02274275979557
AABA,0,,0,1.817456,0,Altaba Inc.,0,73.4596,-0.070390746226548,70.7274,0.025042774926116004,0,0,0,0,588918384,0,,67,22.63,2017-12-31,39902990116,-0.03329910517823,-0.192500919005023,-0.15339157245632,0,0,0,0.66,1.8564005,95.27,24.1,,32.69,0,0,0,605508196,2018-08-31,24719649,1.63,0,-0.768,82.45,62.802,-0.018030099836089,0.525816161148414,1.165270248069656,-0.09886503486941
AAC,9890000,,-50,1.3184529999999999,16412000,AAC Holdings Inc.,0.18,9.9026,-0.161142857142857,9.2062,-0.0013605442176870001,227006000,0,0,0,9509214,0,61.3,61.2,-0.88,2017-12-31,180539595,-0.257085020242915,-0.26305220883534103,-0.40518638573743904,2,0,0,1.16,0.55493826,-8.49,-4.63,,-13.19,80424000,38297,3,24596675,2018-08-31,2190703,8.31,0.44,-35.614,12.96,7.07,-0.33272727272727204,-0.587176602924634,-0.6032432432432431,-0.208198489751887
AADR,0,,0,1.106962,0,AdvisorShares Dorsey Wright ADR,0,57.09042,-0.032042723631508,52.50294,0.015812650120096,0,0.73204,1.4424434,2018-06-25 00:00:00.0,3700000,0,,,0,0,187775000,0.0037579113924050005,-0.107921307233659,-0.15344709669886,0,0,0,2.96,,,2.66,,10.95,0,NaN,0,3700000,2013-01-15,2867,1.0166667,0,-6.6540003,64,47.31,-0.07044301861495,0.320785652754391,0.46759011581671706,-0.15386911063724001
AAL,2802000000,,2.5157,1.100975,10834000000,American Airlines Group Inc.,1.5899999999999999,46.11364,0.049726633689143006,38.66586,0.0034843205574910004,49749000000,0.4,0.99206346,2018-08-06 00:00:00.0,449506141,12416000000,,77.9,4.25,2017-12-31,18567731589,0.06694892828790601,-0.047472802655358005,-0.258151228963012,8,0,0,6.19,0.46365944000000003,4.08,2.74,,100.19,21478000000,163207,47,460509216,2018-08-31,26090365,4.69,4.75,-11.5509,59.08,35.64,-0.102040452721271,0.158327779182275,1.246915506614803,-0.233862079973245
AAMC,0,,0,1.361394,0,Altisource Asset Management Corp Com,0,67.0559,-0.053846153846153,63.90573,-0.003241491085899,0,0,0,0,1460558,0,9.5,39.6,-4.57,2017-12-31,99215982,-0.041309431021044,-0.123931623931623,0.007371007371007001,0,0,0,335.5,5.9981956,-56.7,-16.76,,2.9699999999999998,0,0,0,1613268,2018-08-31,36946,48.11,0,-36.8907,103.2,55,-0.39408866995073805,3.25311203319502,-0.8274652826483371,-0.211032713277742
AAME,0,,0,0.508458,0,Atlantic American Corporation,0,3.04249,0.132075471698113,2.6235,0.052631578947368,0,0.02,0.6666667,2018-04-12 00:00:00.0,16384957,0,19.1,5,0.2,2017-12-31,60748449,0.132075471698113,0.2,-0.071236184638246,0,38.7,6.7,0.5,0.31983435,0.79,0.31,,1.01,0,0,0,20249483,2018-08-31,555,0.23,0,-7.1238003,4,2.2,-0.08531007988291901,-0.06655465322505301,-0.23226532910226202,-0.071236184638246
AAN,871337000,,10.526299999999999,0.020021,220568000,Aaron's Inc.,0.76,43.8364,0.113926792289365,47.6622,-0.006951148870438,0,0.12,0.23332685,2018-09-19 00:00:00.0,65734751,1597810000,9.7,84.3,4.06,2017-12-31,3732702020,0.045325203252032,0.14747880410531,0.08782787656759901,6,37.4,10.8,2.07,1.0519351,8.15,11.37,,17.87,1723510000,144833,24,72578301,2018-08-31,2923824,5.77,2.73,20.1387,52.7,34.29,0.341824860938625,1.067346536802627,0.89667316961635,0.30473387792379103
