symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
A,865000000,,0,1.33213,8128000000,Agilent Technologies Inc.,0.65,66.84368,0.047466910086718,65.6634,0.013543353452082001,6237000000,0.596,0.8656499400000001,2018-07-02 00:00:00.0,315024508,1916000000,1.2,82.7,2.1,2017-10-31,21947283311,0.051145038167938,0.062278691939179,-0.010438899452831002,10,48.9,7.8,4.8100000000000005,4.595611,6.2,3.59,,6.5,3514000000,242345,11,318769547,2018-08-31,4233272,1.73,2.5700000000000003,5.7647,75,60.42,0.051244545285202,0.566638451246484,1.074995177934227,0.023228855499576002
AA,940000000,,14.2857,0.654659,1119000000,Alcoa Corporation,1.33,47.7321,0.001638576779026,43.591,0.018567007855272002,1401000000,0,0,0,186017718,1418000000,,80.6,1.16,2017-12-31,7979181382,0.03232810615199,-0.06531236347750101,-0.094008045733643,5,0,0,1.5899999999999999,0.6081814,4.7,0.84,,2.56,6138000000,420411,33,186473040,2018-08-31,8470942,2.47,4.05,-4.4866,62.35,40.03,-0.047205522155421,0.9086233736111291,0.9086233736111291,-0.22439731738263502
AAAU,0,,0,0,0,Perth Mint Physical Gold,0,,0.016183986371379,,-0.001673640167363,0,0,0,0,100000,0,,,0,0,1193000,0.016183986371379,0.016183986371379,0.016183986371379,0,0,0,,,,,,,0,NaN,0,100000,0,0,,0,0,12.13,11.7394,0.016183986371379,0.016183986371379,0.016183986371379,0.016183986371379
AABA,0,,0,1.809157,0,Altaba Inc.,0,73.49,-0.05350656607991,70.9166,0.061912225705329005,0,0,0,0,588918384,0,,67,22.63,2017-12-31,41023180279,-0.005723510419724001,-0.16983212841563503,-0.152065081351689,0,0,0,0.66,1.8627026999999998,95.27,24.1,,32.69,0,0,0,605508196,2018-08-31,24719649,1.63,0,2.5272,82.45,62.802,0.009536581731485,0.551408289443553,1.287305874409182,-0.073567619308081
AAC,9890000,,-50,1.29731,16412000,AAC Holdings Inc.,0.18,9.9108,-0.215581643543223,9.249,0.032303370786516,227006000,0,0,0,9509214,0,61.3,61.2,-0.88,2017-12-31,180785561,-0.27657480314960603,-0.26204819277108404,-0.42890442890442804,2,0,0,1.16,0.5677736,-8.49,-4.63,,-13.19,80424000,38297,3,24596675,2018-08-31,2190703,8.31,0.44,-35.5263,12.96,7.07,-0.331818181818181,-0.5800000000000001,-0.6027027027027021,-0.20711974110032302
AADR,0,,0,1.106962,0,AdvisorShares Dorsey Wright ADR,0,57.11948,-0.025333333333333003,52.55914,0.029163314561544,0,0.73204,1.4306039,2018-06-25 00:00:00.0,3700000,0,,,0,0,189329000,0.013267326732673002,-0.10053858701766201,-0.15402051049745302,0,0,0,2.96,,,2.66,,10.95,0,NaN,0,3700000,2013-01-15,2867,1.0166667,0,-5.45,64,47.31,-0.062750133251764,0.331716292639255,0.49731963106887006,-0.14686664810458303
AAL,2802000000,,2.5157,1.10394,10834000000,American Airlines Group Inc.,1.5899999999999999,46.15645,0.03705636743215,38.61928,0.007862033984275001,49749000000,0.4,1.0065426,2018-08-06 00:00:00.0,449506141,12416000000,,77.9,4.25,2017-12-31,18300636244,0.041404612159329,-0.06117483079176401,-0.279117817254371,8,0,0,6.19,0.4606259,4.08,2.74,,100.19,21478000000,163207,47,460509216,2018-08-31,26090365,4.69,4.75,-13.181899,59.08,35.64,-0.11495752954224502,0.140057203675493,1.2893551323263401,-0.24488291314823402
AAMC,0,,0,1.364924,0,Altisource Asset Management Corp Com,0,67.1259,-0.016048192771084,64.01073,0.02,0,0,0,0,1460558,0,9.5,39.6,-4.57,2017-12-31,98814278,-0.056224961479198005,-0.127478632478632,-0.026216216216216,0,0,0,335.5,6.0421658,-56.7,-16.76,,2.9699999999999998,0,0,0,1613268,2018-08-31,36946,48.11,0,-43.9863,103.2,55,-0.396541871921182,3.406546762589927,-0.8249971428571421,-0.21422706863373903
AAME,0,,0,0.528299,0,Atlantic American Corporation,0,3.04553,0.09433962264150901,2.6125,-0.041322314049586,0,0.02,0.6896552,2018-04-12 00:00:00.0,16384957,0,19.1,5,0.2,2017-12-31,58723501,0.09433962264150901,0.159999999999999,-0.08816501069047901,0,38.7,6.7,0.5,0.33086312,0.79,0.31,,1.01,0,0,0,20249483,2018-08-31,555,0.23,0,-11.58,4,2.2,-0.11579974388682202,-0.094881398252184,-0.24091718144696803,-0.10219497848363801
AAN,871337000,,10.526299999999999,0.019412,220568000,Aaron's Inc.,0.76,43.76391,0.13543478260869501,47.5162,0.019121951219512,0,0.12,0.22975302,2018-09-19 00:00:00.0,65734751,1597810000,9.7,84.3,4.06,2017-12-31,3790764661,0.076241500103028,0.16532797858099002,0.082343481900846,6,37.4,10.8,2.07,1.0328016,8.15,11.37,,17.87,1723510000,144833,24,72578301,2018-08-31,2923824,5.77,2.73,22.8378,52.7,34.29,0.36269711232402,1.107084936944787,0.977907122056144,0.325029174488812
AAOI,23161000,,55.8824,2.53984,70966000,Applied Optoelectronics Inc.,0.34,36.0746,-0.13267376966007102,40.3412,0.031995170540295,41009000,0,0,0,18338563,39372000,,64.8,3.66,2017-12-31,673474483,-0.136179888832743,-0.21348056130664803,0.276699029126213,5,0,0,1.97,2.068383,10.58,7.93,,10.73,88879000,29102,5,19697996,2018-08-31,6797303,5.7,2.47,-40.3003,71.29,22.54,-0.48423593302157203,0.575576036866359,2.432730923694778,-0.098127143233975
AAON,26369000,,10,0.865792,34857000,AAON Inc.,0.2,35.70049,0.049608355091383005,38.593,0.024203821656051002,0,0.32,0.7960199,2018-06-07 00:00:00.0,40403765,35658000,22.7,75.2,1.03,2017-12-31,2101043553,-0.0012422360248440002,0.196428571428571,0.033203882996085,1,40.8,14.8,8.81,5.1334314,11.43,15.34,,20.36,113668000,57091,2,52264765,2018-08-31,4552455,24.16,0.8,24.1797,43.3,29.05,0.223066672345914,0.45061940004979706,1.5256491609441651,0.093324195101254
