symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
A,1130000000,,13.7931,1.313749,10517000000,Agilent Technologies Inc.,0.58,66.80674,0.03159503228416,67.49592,0.027761194029850004,8280000000,0.596,0.86552423,2018-04-02 00:00:00.0,318782083,2508000000,,91.1,2.1,2017-10-31,22205737230,0.056296978064120005,0.030363245689113003,0.025144779741257003,10,46.2,10.9,4.86,6.252228,0.9500000000000001,2.21,,4.14,4616000000,334493,14,322476579,2018-04-30,4853569,1.8731368,2.5,23.4465,75,55.6,0.22143958166669903,0.698410114493461,1.3510292154472792,0.020911941526623002
AA,1392000000,,28.3333,0.9854919999999999,2073000000,Alcoa Corporation,0.6000000000000001,46.89755,0.19639679715302402,50.109,-0.011031439602868,2838000000,0,0,0,183799102,1968000000,,88.4,1.16,2017-12-31,9909481092,0.06262346898459101,0.171385017421602,0.24140318486037302,5,0,0,2.18,0.8152737600000001,4.21,0.75,,2.2800000000000002,8997000000,616233,49,184225341,2018-04-30,5553785,0.94618577,3.15,73.0695,62.35,29.55,0.745295262816352,1.399272055773373,1.399272055773373,-0.025013594344752
AABA,0,,0,1.964888,0,Altaba Inc.,0,69.92345,0.025121555915721003,72.99,0.04387291981845701,0,0,0,0,793300744,0,,78,-0.22,2016-12-31,61470788986,0.10900058445353601,0.076901248581157,0.08135061974640201,0,0,0,1.74,,,-0.03,,-0.05,0,0,0,809891818,2018-04-30,24995291,3.4211257,0,53.643696,80.56,47.74,0.5336431602343901,1.041420118343195,1.876089427813565,0.037877751948584004
AAC,20887000,,30,1.3300619999999999,27205000,AAC Holdings Inc.,0.1,9.6205,0.005226480836236,11.4526,0.002606429192006,439976000,0,0,0,9960084,0,,64.6,-0.88,2017-12-31,284048953,0.011393514460999002,0.44069912609238404,0.060661764705882006,2,0,0,1.87,0.8792876,-7.87,-4.24,,-11.85,158466000,75460,6,24614294,2018-04-30,2177946,27.739588,0.61,60.724197,13.0551,5.99,0.6276445698166431,-0.46400371574547106,-0.37621621621621604,0.24487594390507003
AADR,0,,0,1.106962,0,AdvisorShares Dorsey Wright ADR,0,57.15682,0.000936249893607,59.13582,0.020124913254684,0,0.5975867,1.0163039,2018-03-26 00:00:00.0,4475000,0,,,0,0,263130000,0.015193370165745,0.034011595701465,0.03545919445501,0,0,0,2.63,,,6.1,,18.1,0,NaN,0,4475000,2013-01-15,2867,1.0166667,0,22.3642,64,45.8121,0.240786422251436,0.570659650341244,0.746455111945396,-0.02463299328191
AAL,4755000000,,1.3514,1.378286,17720000000,American Airlines Group Inc.,0.74,49.51538,-0.189024437294073,49.09649,-0.016838166510757,74608000000,0.4,0.9514748,2018-05-07 00:00:00.0,456920463,19150000000,,81.8,4.13,2017-12-31,19681137364,-0.15418941811290002,-0.128654098061649,-0.075556337408743,9,0,0,6.19,0.5070951,6.01,3.49,,46.56,32583000000,253367,70,468152649,2018-04-30,25757556,3.8457165,5.04,-10.1715,59.08,40.65,-0.097517098659156,0.29989796233882604,1.463262005765579,-0.20325822658623402
AAMC,0,,0,1.888216,0,Altisource Asset Management Corp Com,0,76.08381,-0.009923664122137,62.90107,-0.037833827893175,0,0,0,0,1460051,0,9.5,47.9,-4.57,2017-12-31,104521793,0.043443282381335005,-0.040680473372781,-0.228435455086258,0,0,0,335.5,7.8693557,-42.98,-11.38,,1.62,0,0,0,1611747,2018-04-30,40430,18.665743,0,-12.364901,116,55,-0.14105960264900602,2.703597944031981,-0.757297904191616,-0.16805644644002501
AAME,0,,0,0.506316,0,Atlantic American Corporation,0,3.37235,-0.054820415879016,3.24532,-0.060606060606060004,0,0.02,0.6451612999999999,2018-04-12 00:00:00.0,16535920,0,18.9,4.9,0.2,2017-12-31,63241383,-0.054820415879016,0.006166828951639,-0.10883688840338,0,38.7,6.7,0.56,0.46075827,3.46,1.25,,3.7800000000000002,0,0,0,20400446,2018-04-30,13668,7.5264316,0,-16.8242,4,3,-0.16823182184062202,-0.235398579321231,-0.09686817188638001,-0.040277390792854
AAN,1298944000,,-14.7368,0.053760999999999996,503155000,Aaron's Inc.,0.9500000000000001,42.12137,-0.141630901287553,45.57272,-0.037767620880442006,0,0.12,0.30000000000000004,2018-03-22 00:00:00.0,65449101,2347696000,,,4.06,2017-12-31,2903132040,-0.13232104121475002,0.01432737416001,0.124584255258134,7,0,0,1.5899999999999999,0.83523446,9.67,10.31,,17.12,2539154000,213374,35,72578301,2018-04-30,4177405,4.89855,2.5700000000000003,10.6533,49.77,34.025,0.10836790055723101,0.573526982053924,0.42921457513023703,0.014070224363037
AAOI,62187000,,-26.087,2.515771,145833000,Applied Optoelectronics Inc.,0.23,43.9442,0.280526735833998,28.6786,0.007851758793969,68375000,0,0,0,18260494,92654000,,71.6,3.66,2017-12-31,628290527,0.31732348111658404,0.044596354166666005,-0.25717592592592503,4,0,0,1.9,2.207647,18.86,18.02,,24.96,206250000,67534,11,19579013,2018-04-30,15672165,11.379415999999999,3.37,-50.607998,103.41,22.54,-0.48333601674448506,2.127680311890838,2.221887550200803,-0.153521498285412
AAON,49671000,,-66.6667,0.668679,81141000,AAON Inc.,0.24,34.86666,-0.23846153846153803,35.688,0.0016863406408090002,0,0.26,0.87542087,2017-11-29 00:00:00.0,40531983,67336000,,76.2,1.03,2017-12-31,1555158261,-0.12903225806451601,-0.10542168674698801,-0.10621855213424101,1,0,0,6.59,3.8613706,11.73,15.81,,20.03,214994000,107983,4,52362231,2018-04-30,3580916,19.135777,0.8400000000000001,-18.1558,40.25,29.05,-0.191513340029889,0.085006813258271,1.3343000636627291,-0.19621109607577802
AAP,684540000,,0,1.062657,746619000,Advance Auto Parts Inc W/I,1.98,103.68135,-0.002699283002952,113.69193,0.013371046541527001,1073892000,0.24,0.20299417,2018-03-22 00:00:00.0,70678603,3211480000,,98.9,6.42,2017-12-31,8749864872,0.07140915269596701,0.083852585780932,0.47127083304815504,11,0,0,2.56,1.3469343,5.79,5.29,,14.11,7336798000,103335,99,74007146,2018-04-30,5173125,4.515237,5.380000000000001,-18.927,151.72,78.81,-0.189048484927468,-0.21679320439093902,0.40419846194958203,0.11501234973079501
