symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
A,865000000,,0,1.328416,8128000000,Agilent Technologies Inc.,0.65,66.95319,0.086513208713115,66.7744,-0.011247012512301001,6237000000,0.596,0.8474335,2018-10-01 00:00:00.0,315024508,1916000000,,79.5,2.1,2017-10-31,22419062241,0.064315980629539,0.13746084065035602,0.036029002330439,10,46.2,10.9,4.92,4.6652107,6.73,3.61,,6.54,3514000000,242345,11,318769547,2018-09-14,4281663,1.96,2.5700000000000003,10.684,75,60.42,0.106839173891626,0.539148380206635,0.9963439627129611,0.045224188922079
AA,940000000,,14.2857,0.7213189999999999,1119000000,Alcoa Corporation,1.33,47.76415,-0.009784735812133,42.7412,-0.057069648264616,1401000000,0,0,0,186017718,1418000000,,80.6,1.16,2017-12-31,7548428659,-0.077273763391839,-0.116157205240174,-0.11557788944723602,5,0,0,1.53,0.60046446,4.7,0.84,,2.56,6138000000,420411,33,186473040,2018-09-14,7475615,2.21,4.05,-9.5217,62.35,39.58,-0.09521680822530101,0.8055871503570581,0.8055871503570581,-0.26626789922059
AAAU,0,,0,0,0,Perth Mint Physical Gold,0,,0.017887563884156,,-0.009121061359867,0,0,0,0,100000,0,,,0,0,1195000,-0.012396694214876,0.017887563884156,0.017887563884156,0,0,0,,,,,,,0,NaN,0,100000,0,0,,0,0,12.13,11.7394,0.017887563884156,0.017887563884156,0.017887563884156,0.017887563884156
AABA,0,,0,1.8080910000000001,0,Altaba Inc.,0,73.3863,0.016258949880668002,69.677,-0.0032187271397220002,0,0,0,0,588918384,0,,67,22.63,2017-12-31,41253273393,-0.038255223037831,-0.097615894039735,-0.10130589631974601,0,0,0,0.66,1.8594146,95.27,24.1,,32.69,0,0,0,605508196,2018-09-14,22718777,2.52,0,5.7099,82.45,62.802,0.057098525989138005,0.611019153464175,1.030700447093889,-0.068371393408997
AAC,9890000,,-50,1.299001,16412000,AAC Holdings Inc.,0.18,9.84465,-0.26977687626774804,8.8354,0.00558659217877,227006000,0,0,0,9509214,0,,47.5,-0.88,2017-12-31,177096060,-0.23076923076923,-0.27051671732522703,-0.413680781758957,2,0,0,1.15,0.5488980999999999,-8.43,-4.58,,-13.04,80424000,38297,3,24596675,2018-09-14,2262145,10.13,0.44,-29.064,12.96,6.72,-0.29064039408867,-0.5737122557726461,-0.61081081081081,-0.22330097087378603
AADR,0,,0,1.106962,0,AdvisorShares Dorsey Wright ADR,0,56.98578,0.07325417589052101,52.23688,0.022627037392138002,0,0.42931,0.80500656,2018-09-26 00:00:00.0,3625000,0,,,0,0,193321250,0.008700586343862001,-0.016958525345622002,-0.09699704530253901,0,0,0,2.96,,,2.66,,10.95,0,NaN,0,3625000,2013-01-15,2867,1.0166667,0,-0.7842999700000001,64,47.31,-0.007856408004866,0.35495295902112,0.559922311013349,-0.110853983650917
AAL,2802000000,,2.5157,1.09804,10834000000,American Airlines Group Inc.,1.5899999999999999,45.84096,0.096153846153846,39.26373,-0.020291238959178,49749000000,0.4,0.97465885,2018-08-06 00:00:00.0,449506141,12416000000,,77.9,4.25,2017-12-31,18899298225,0.038461538461538006,0.052626179202938,-0.204717436337669,8,0,0,6.19,0.47614345,4.08,2.74,,100.19,21478000000,163207,47,460509216,2018-09-14,26423634,4.55,4.75,-12.9611,59.08,35.64,-0.129610424314918,0.196225942129946,1.239099122692156,-0.22018104568705302
AAMC,0,,0,1.379029,0,Altisource Asset Management Corp Com,0,66.61143,-0.122861586314152,63.04738,-0.07362542602554101,0,0,0,0,1460558,0,9.5,39.6,-4.57,2017-12-31,90988315,-0.10119521912350601,-0.18819719323497602,-0.037542662116041,0,0,0,335.5,5.8977213,-56.7,-16.76,,2.9699999999999998,0,0,0,1613268,2018-09-14,36342,80.76,0,-34.0736,93.8,55,-0.34073641145528905,2.650485436893204,-0.8941838649155721,-0.27645926876202703
AAME,0,,0,0.548374,0,Atlantic American Corporation,0,3.01214,-0.07142857142857101,2.65986,-0.054545454545454,0,0.02,0.7692308,2018-04-12 00:00:00.0,16384957,0,19.1,5,0.2,2017-12-31,52648656,0.04,0,-0.195071360019813,0,38.7,6.7,0.5,0.28123364,0.79,0.31,,1.01,0,0,0,20249483,2018-09-14,673,0.2,0,-19.5073,4,2.2,-0.195071360019813,-0.231224127735068,-0.337900124780361,-0.195071360019813
AAN,871337000,,10.526299999999999,0.012350000000000002,220568000,Aaron's Inc.,0.76,44.36071,0.140896391544365,48.90515,0.021665410700828003,0,0.12,0.22127974,2018-09-19 00:00:00.0,65734751,1597810000,,99.4,4.06,2017-12-31,3935921263,0.10849924369404301,0.20902297210530002,0.174521354933726,6,0,10.7,2.14,1.0851668,8.04,11.24,,17.68,1723510000,144833,24,72578301,2018-09-14,2779051,6.13,2.73,35.737698,56,34.29,0.35737545710988805,1.182891092934887,0.9960028414423631,0.37655315962483005
