symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
A,865000000,,0,1.335521,8128000000,Agilent Technologies Inc.,0.65,66.88526,0.06731059462722501,66.344,0.023740590619571,6237000000,0.596,0.8427602,2018-10-01 00:00:00.0,315024508,1916000000,,79.5,2.1,2017-10-31,22543382364,0.076571776526107,0.158345426730393,0.075522286823179,10,46.2,10.9,4.94,4.7149253,6.73,3.61,,6.54,3514000000,242345,11,318769547,2018-08-31,4233272,1.73,2.5700000000000003,8.2418,75,60.42,0.10231654815308901,0.546353430971674,1.010495971616527,0.051020256513145006
AA,940000000,,14.2857,0.578766,1119000000,Alcoa Corporation,1.33,47.7612,-0.02645620275678,43.1214,0.022414195657249003,1401000000,0,0,0,186017718,1418000000,,80.6,1.16,2017-12-31,8165654422,0.042122798667301,-0.010619069136918001,-0.020577052113621,5,0,0,1.63,0.6250713,4.7,0.84,,2.56,6138000000,420411,33,186473040,2018-08-31,8470942,2.47,4.05,-5.3188996,62.35,40.03,-0.033119894016339003,0.9532277992622421,0.9532277992622421,-0.20627152437919102
AAAU,0,,0,0,0,Perth Mint Physical Gold,0,,0.021166950596252003,,-0.0015407678854,0,0,0,0,100000,0,,,0,0,1198850,0.011687763713080002,0.021166950596252003,0.021166950596252003,0,0,0,,,,,,,0,NaN,0,100000,0,0,,0,0,12.13,11.7394,0.021166950596252003,0.021166950596252003,0.021166950596252003,0.021166950596252003
AABA,0,,0,1.804249,0,Altaba Inc.,0,73.4072,-0.042835000704522,70.0954,0.030804248861912003,0,0,0,0,588918384,0,,67,22.63,2017-12-31,41132171754,-0.0042509527997650004,-0.09978796713490501,-0.06945205479452,0,0,0,0.66,1.8728409,95.27,24.1,,32.69,0,0,0,605508196,2018-08-31,24719649,1.63,0,2.0123,82.45,62.802,0.045720443349753004,0.58714953271028,1.244877726371447,-0.071106249145357
AAC,9890000,,-50,1.261587,16412000,AAC Holdings Inc.,0.18,9.8652,-0.18770581778265602,8.9876,0.008174386920980001,227006000,0,0,0,9509214,0,,47.5,-0.88,2017-12-31,182015395,-0.24180327868852403,-0.254783484390735,-0.38435940099833604,2,0,0,1.17,0.5405928999999999,-8.43,-4.58,,-13.04,80424000,38297,3,24596675,2018-08-31,2190703,8.31,0.44,-22.4319,12.96,6.72,-0.26949654491609004,-0.565727699530516,-0.6000000000000001,-0.201725997842502
AADR,0,,0,1.106962,0,AdvisorShares Dorsey Wright ADR,0,57.02088,-0.0028565987430960002,52.31714,0.031724137931034,0,0.73204,1.3980901000000001,2018-06-25 00:00:00.0,3650000,0,,,0,0,191114000,0.010030864197530001,-0.031088082901554,-0.094125483343569,0,0,0,2.96,,,2.66,,10.95,0,NaN,0,3650000,2013-01-15,2867,1.0166667,0,-4.8733,64,47.31,-0.026081521961526,0.310434926244237,0.511189614467706,-0.127026337595387
AAL,2802000000,,2.5157,1.098854,10834000000,American Airlines Group Inc.,1.5899999999999999,45.96648,0.17015566290928602,39.01691,0.081349206349206,49749000000,0.4,0.9174312,2018-08-06 00:00:00.0,449506141,12416000000,,77.9,4.25,2017-12-31,20078201818,0.12284316250321901,0.10165829894862301,-0.141030566309091,8,0,0,6.19,0.48874414,4.08,2.74,,100.19,21478000000,163207,47,460509216,2018-08-31,26090365,4.69,4.75,-4.9549,59.08,35.64,-0.07764299706792001,0.24867900644100702,1.4065130398785701,-0.171537368225037
AAMC,0,,0,1.364797,0,Altisource Asset Management Corp Com,0,66.82006,-0.103603603603603,63.42238,-0.029268292682926002,0,0,0,0,1460558,0,9.5,39.6,-4.57,2017-12-31,96312100,-0.07727975270479101,-0.142241379310344,0.023136246786632002,0,0,0,335.5,5.962109,-56.7,-16.76,,2.9699999999999998,0,0,0,1613268,2018-08-31,36946,48.11,0,-31.7812,93.8,55,-0.29764705882352904,2.596385542168674,-0.842894736842105,-0.23412443874278302
AAME,0,,0,0.5399900000000001,0,Atlantic American Corporation,0,3.02594,0.019607843137255002,2.6541300000000003,-0.133333333333333,0,0.02,0.7692308,2018-04-12 00:00:00.0,16384957,0,19.1,5,0.2,2017-12-31,52648656,0,0.04,-0.195071360019813,0,38.7,6.7,0.5,0.30329117,0.79,0.31,,1.01,0,0,0,20249483,2018-08-31,555,0.23,0,-18.2496,4,2.2,-0.195071360019813,-0.23346796780565401,-0.33462995188862704,-0.195071360019813
AAN,871337000,,10.526299999999999,0.026104,220568000,Aaron's Inc.,0.76,44.11558,0.190338189140337,48.33842,0.078781181542628,0,0.12,0.21641119,2018-09-19 00:00:00.0,65734751,1597810000,,99.4,4.06,2017-12-31,4024466790,0.09108439424647301,0.232926360165694,0.22559854298546503,6,0,10.7,2.2,1.0690545,8.04,11.24,,17.68,1723510000,144833,24,72578301,2018-08-31,2923824,5.77,2.73,43.1877,55.64,34.29,0.41044620464060905,1.173717036531774,1.094017416786882,0.40752116358467305
