symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
A,1130000000,,13.7931,1.310944,10517000000,Agilent Technologies Inc.,0.58,66.69823,-0.0096711,67.56285,0.017361111,8280000000,0.596,0.88440424,00:00.0,318782083,2508000000,1.1,91.1,2.1,2017-10-31,21731696659,0.033747507,-0.007633813,-0.008206324,10,48.9,7.8,4.78,6.148529,0.91,2.37,,4.44,4616000000,334493,14,322476579,2018-04-13,4587637,1.8290234,2.5,20.022001,75,55.6,0.207039842,0.66215303,1.306194454,-0.000882141
AA,1392000000,,28.3333,1.025543,2073000000,Alcoa Corporation,0.6,46.6425,0.191828709,49.6456,0.049240239,2838000000,0,0,0,183799102,1968000000,0.2,88.4,1.16,2017-12-31,10049492352,0.077637298,0.14360587,0.161379604,5,0,0,2.22,0.8289912,4.34,0.83,,2.53,8997000000,616233,49,184225341,2018-04-13,6979299,1.8633422,3.15,71.4331,62.35,29.55,0.758542876,1.433171419,1.433171419,-0.011237992
AABA,0,,0,1.955616,0,Altaba Inc.,0,69.6579,-0.006331619,73.0138,0.0778366,0,0,0,0,793300744,0,,78,-0.22,2016-12-31,61009150650,0.100672122,0.043930155,0.043062863,0,0,0,1.66,,,-0.03,,-0.05,0,0,0,809891818,2018-04-13,25971974,3.976113,0,55.351597,80.56,47.74,0.542067554,1.026089295,1.852328663,0.030083413
AAC,20887000,,30,1.339056,27205000,AAC Holdings Inc.,0.1,9.54765,-0.043159609,11.3314,0.020851434,439976000,0,0,0,9960084,0,59.9,64.8,-0.88,2017-12-31,289217955,0.029798422,0.448828607,0.061427281,2,0,0,1.88,1.158251,-9.58,-5.07,,-13.02,158466000,75460,6,24614294,2018-04-13,2215397,19.971127,0.61,65.7264,13.0551,5.99,0.638772664,-0.454249884,-0.364864865,0.267529666
AADR,0,,0,1.106962,0,AdvisorShares Dorsey Wright ADR,0,57.02749,-0.026954178,59.31142,-0.010789519,0,0.5975867,1.034603,00:00.0,4475000,0,,,0,0,258476000,-0.002762431,-0.021272414,0.010779784,0,0,0,2.63,,,6.1,,18.1,0,NaN,0,4475000,2013-01-15,2867,1.0166667,0,21.9095,64,45.8121,0.219350004,0.542879276,0.709169029,-0.041884383
AAL,4755000000,,1.3514,1.405161,17720000000,American Airlines Group Inc.,0.74,49.65377,-0.179729025,49.82826,-0.018927941,74608000000,0.4,0.9425071,00:00.0,456920463,19150000000,,81.8,4.13,2017-12-31,19868398424,-0.146141744,-0.172388509,-0.080621122,9,0,0,6.19,0.5237132,6.01,3.49,,46.56,32583000000,253367,70,468152649,2018-04-13,24087333,5.0620027,5.04,-3.6325,59.08,40.65,-0.04554573,0.312266164,1.541195631,-0.19567743
AAMC,0,,0,1.916055,0,Altisource Asset Management Corp Com,0,76.52356,0.122536418,63.09007,-0.007575758,0,0,0,0,1459266,0,9.5,41.7,-4.57,2017-12-31,105518011,0.05390185,-0.032496307,-0.191358025,0,0,0,335.5,8.257574,-42.98,-11.38,,1.62,0,0,0,1610962,2018-04-13,42635,44.73767,0,-8.6470995,116,55,-0.116655428,2.740719589,-0.716450216,-0.159717768
AAME,0,,0,0.52852,0,Atlantic American Corporation,0,3.37977,-0.030989753,3.27002,-0.036923077,0,0.02,0.63897765,00:00.0,16535920,0,18.9,4.9,0.2,2017-12-31,63853396,-0.045673517,-0.059918907,-0.073745265,0,38.7,6.7,0.6,0.49048463,3.46,1.25,,3.78,0,0,0,20400446,2018-04-13,15124,10.756757,0,-17.1243,4,3,-0.171234146,-0.227999211,-0.09069781,-0.030989753
AAN,1298944000,,-14.7368,0.07576,503155000,Aaron's Inc.,0.95,42.11973,-0.126973827,45.94478,0.001986097,0,0.12,0.2973241,00:00.0,65449101,2347696000,10.2,,4.06,2017-12-31,2929260228,-0.124511931,0.025794826,0.173583326,7,37.4,10.8,1.67,0.873257,8.44,10.91,,17.9,2539154000,213374,35,72578301,2018-04-13,3983913,6.0058208,2.57,11.2197,49.77,34.025,0.121132911,0.587688725,0.4295075,0.023196856
AAOI,90231000,,0,2.556865,205547000,Applied Optoelectronics Inc.,0.23,44.8187,0.371381981,28.3542,0.066920393,96928000,0,0,0,18219384,134126000,,69.8,3.66,2017-12-31,657255057,0.380952381,0.066920393,-0.112166799,4,0,0,1.87,2.1743307,18.86,18.02,,24.96,302474000,99042,15,19537903,2018-04-13,14513825,11.988981,4.22,-39.8856,103.41,22.54,-0.413835163,2.278752437,2.37751004,-0.112635189
