symbol,EBITDA,EPSSurpriseDollar,EPSSurprisePercent,beta,cash,companyName,consensusEPS,day200MovingAvg,day30ChangePercent,day50MovingAvg,day5ChangePercent,debt,dividendRate,dividendYield,exDividendDate,float,grossProfit,insiderPercent,institutionPercent,latestEPS,latestEPSDate,marketcap,month1ChangePercent,month3ChangePercent,month6ChangePercent,numberOfEstimates,peRatioHigh,peRatioLow,priceToBook,priceToSales,profitMargin,returnOnAssets,returnOnCapital,returnOnEquity,revenue,revenuePerEmployee,revenuePerShare,sharesOutstanding,shortDate,shortInterest,shortRatio,ttmEPS,week52change,week52high,week52low,year1ChangePercent,year2ChangePercent,year5ChangePercent,ytdChangePercent
A,865000000,,0,1.331752,8128000000,Agilent Technologies Inc.,0.65,66.84209,0.018770322199231002,65.9154,0.015019879251951002,6237000000,0.596,0.8646453,2018-07-02 00:00:00.0,315024508,1916000000,1.2,82.7,2.1,2017-10-31,21972784875,0.066037735849056,0.06351300269234,-0.0012880529825880001,10,48.9,7.8,4.82,4.5790396,6.2,3.59,,6.5,3514000000,242345,11,318769547,2018-08-31,4233272,1.73,2.5700000000000003,5.2466,75,60.42,0.052466034952927,0.5628755277227321,0.9861290796612661,0.024417792441333002
AA,940000000,,14.2857,0.645968,1119000000,Alcoa Corporation,1.33,47.73915,0.02740052418394,43.4014,0.026178010471204,1401000000,0,0,0,186017718,1418000000,0.2,81.6,1.16,2017-12-31,8040717485,0.025933856768974,-0.058103975535168,-0.06988783433994801,5,0,0,1.5899999999999999,0.62361526,4.82,0.85,,2.59,6138000000,420411,33,186473040,2018-08-31,8470942,2.47,4.05,-3.9857001,62.35,40.03,-0.039857492763304005,0.923342834075996,0.923342834075996,-0.21841580569149902
AAAU,0,,0,0,0,Perth Mint Physical Gold,0,,0.020442930153321003,,-0.007703139236312001,0,0,0,0,100000,0,,,0,0,1198000,0.013536379018612,0.020442930153321003,0.020442930153321003,0,0,0,,,,,,,0,NaN,0,100000,0,0,,0,0,12.13,11.7394,0.020442930153321003,0.020442930153321003,0.020442930153321003,0.020442930153321003
AABA,0,,0,1.816856,0,Altaba Inc.,0,73.4327,-0.091188811188811,70.5148,-0.023150932050511,0,0,0,0,588918384,0,2,69.6,22.63,2017-12-31,39345922576,-0.046794777761478,-0.203774047298125,-0.165210688591983,0,0,0,0.64,1.8057091,95.29,24.79,,33.63,0,0,0,605508196,2018-08-31,24719649,1.63,0,-3.1739001,82.45,62.802,-0.031738936075100005,0.504514934012503,1.094102481469545,-0.11144537125666601
AAC,9890000,,-50,1.300627,16412000,AAC Holdings Inc.,0.18,9.89335,-0.181920903954802,9.1598,-0.04485488126649,227006000,0,0,0,9509214,0,61.3,61.2,-0.88,2017-12-31,178079927,-0.26720647773279305,-0.27309236947791105,-0.413290113452187,2,0,0,1.16,0.55418324,-8.49,-4.63,,-13.19,80424000,38297,3,24596675,2018-08-31,2190703,8.31,0.44,-34.1818,12.96,7.07,-0.341818181818181,-0.592800899887514,-0.6086486486486481,-0.21898597626752903
AADR,0,,0,1.106962,0,AdvisorShares Dorsey Wright ADR,0,57.06831,-0.039788798793135,52.43574,0.005727829350187,0,0.73204,1.4376277,2018-06-25 00:00:00.0,3700000,0,,,0,0,188404000,0.007120253164556001,-0.104933063336708,-0.150611352983369,0,0,0,2.96,,,2.66,,10.95,0,NaN,0,3700000,2013-01-15,2867,1.0166667,0,-6.7328997,64,47.31,-0.06732923168223201,0.325209959374455,0.45501095830130606,-0.151034780564498
AAL,2802000000,,2.5157,1.099051,10834000000,American Airlines Group Inc.,1.5899999999999999,46.07302,0.06612650287506501,38.69751,0.038970962812022,49749000000,0.4,0.9806324999999999,2018-08-06 00:00:00.0,449506141,12416000000,2.4,78.2,4.25,2017-12-31,18784170921,0.07938608097380201,-0.036369435027581005,-0.24950368624507102,8,0,0,6.19,0.47042644,4.14,2.77,,103.16,21478000000,163207,47,460509216,2018-08-31,26090365,4.69,4.75,-9.1573,59.08,35.64,-0.09157316633186201,0.171830111925719,1.238367785942018,-0.224931404814203
AAMC,0,,0,1.364096,0,Altisource Asset Management Corp Com,0,66.9934,-0.044289044289044004,63.77473,-0.003241491085899,0,0,0,0,1460558,0,9.5,39.6,-4.57,2017-12-31,99215982,-0.041309431021044,-0.123931623931623,0.007371007371007001,0,0,0,335.5,6.0225797,-56.7,-16.76,,2.9699999999999998,0,0,0,1613268,2018-08-31,36946,48.11,0,-39.4089,98.5,55,-0.39408866995073805,3.25311203319502,-0.828690807799442,-0.211032713277742
AAME,0,,0,0.524466,0,Atlantic American Corporation,0,3.03886,0.18000000000000002,2.6355,-0.016666666666666,0,0.02,0.6779661,2018-04-12 00:00:00.0,16384957,0,19.1,5,0.2,2017-12-31,59735975,0.113207547169811,0.18000000000000002,-0.086715581560942,0,38.7,6.7,0.5,0.33086312,0.79,0.31,,1.01,0,0,0,20249483,2018-08-31,555,0.23,0,-10.0555,4,2.2,-0.10055491188487001,-0.082112075671302,-0.241294172110488,-0.086715581560942
AAN,871337000,,10.526299999999999,0.018188,220568000,Aaron's Inc.,0.76,43.90931,0.118210181743785,47.8228,0.014297202418693,0,0.12,0.22857143,2018-09-19 00:00:00.0,65734751,1597810000,9.7,84.3,4.06,2017-12-31,3810360803,0.067072860719231,0.171351776114871,0.11045973922079401,6,37.4,10.8,2.04,1.0358227,8.15,11.37,,17.87,1723510000,144833,24,72578301,2018-08-31,2923824,5.77,2.73,36.9742,53,34.29,0.36974142769503804,1.110356311159911,0.884786286715974,0.331878006371286
