,date,iexId,isEnabled,name,symbol,type
0,2018-09-27,2,True,Agilent Technologies Inc.,A,cs
1,2018-09-27,12042,True,Alcoa Corporation,AA,cs
2,2018-09-27,14924,True,Perth Mint Physical Gold,AAAU,N/A
3,2018-09-27,7653,True,Altaba Inc.,AABA,cs
4,2018-09-27,9169,True,AAC Holdings Inc.,AAC,cs
5,2018-09-27,5,True,AdvisorShares Dorsey Wright ADR,AADR,et
6,2018-09-27,8148,True,American Airlines Group Inc.,AAL,cs
7,2018-09-27,7760,True,Altisource Asset Management Corp Com,AAMC,cs
8,2018-09-27,7,True,Atlantic American Corporation,AAME,cs
9,2018-09-27,8,True,Aaron's Inc.,AAN,cs
10,2018-09-27,7790,True,Applied Optoelectronics Inc.,AAOI,cs
11,2018-09-27,9,True,AAON Inc.,AAON,cs
12,2018-09-27,10,True,Advance Auto Parts Inc W/I,AAP,cs
13,2018-09-27,11,True,Apple Inc.,AAPL,cs
14,2018-09-27,12,True,American Assets Trust Inc.,AAT,cs
15,2018-09-27,13,True,Almaden Minerals Ltd.,AAU,cs
16,2018-09-27,15,True,Atlas Air Worldwide Holdings,AAWW,cs
17,2018-09-27,16,True,iShares MSCI All Country Asia ex Japan Index Fund,AAXJ,et
18,2018-09-27,6667,True,Axon Enterprise Inc.,AAXN,cs
19,2018-09-27,17,True,AllianceBernstein Holding L.P. Units,AB,cs
20,2018-09-27,5129,True,Renmin Tianli Group Inc.,ABAC,cs
21,2018-09-27,19,True,ABB Ltd,ABB,cs
22,2018-09-27,20,True,AbbVie Inc.,ABBV,cs
23,2018-09-27,21,True,AmerisourceBergen Corporation,ABC,cs
24,2018-09-27,22,True,Ameris Bancorp,ABCB,cs
25,2018-09-27,23,True,Cambium Learning Group Inc.,ABCD,cs
26,2018-09-27,8607,True,Alcentra Capital Corp.,ABDC,cs
27,2018-09-27,9600,True,Abeona Therapeutics Inc.,ABEO,cs
28,2018-09-27,9607,True,,ABEOW,N/A
29,2018-09-27,36,True,Ambev S.A. American Depositary Shares (Each representing 1),ABEV,cs
30,2018-09-27,26,True,Asbury Automotive Group Inc,ABG,cs
31,2018-09-27,10960,True,Ability Inc.,ABIL,cs
32,2018-09-27,28,True,ARCA biopharma Inc.,ABIO,cs
33,2018-09-27,29,True,ABM Industries Incorporated,ABM,cs
34,2018-09-27,30,True,ABIOMED Inc.,ABMD,cs
35,2018-09-27,31,True,Arbor Realty Trust,ABR,cs
36,2018-09-27,32,True,Arbor Realty Trust Preferred Series A,ABR-A,ps
37,2018-09-27,33,True,Arbor Realty Trust Cumulative Redeemable Preferred Series B,ABR-B,ps
38,2018-09-27,8310,True,Arbor Realty Trust Cumulative Redeemable Preferred Series C,ABR-C,ps
39,2018-09-27,34,True,Abbott Laboratories,ABT,cs
40,2018-09-27,10446,True,Allegiance Bancshares Inc.,ABTX,cs
41,2018-09-27,6816,True,Arbutus Biopharma Corporation,ABUS,cs
42,2018-09-27,39,True,Barrick Gold Corporation,ABX,cs
43,2018-09-27,10827,True,Associated Capital Group Inc.,AC,cs
