symbol,askPrice,askSize,avgTotalVolume,bidPrice,bidSize,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,primaryExchange,sector,week52High,week52Low,ytdChange
AAU,,,143399,,,close,-0.0020700000000000002,-0.0033,0.626585,1536955200095,Almaden Minerals Ltd.,0.6265000000000001,1536955800003,0.026920000000000003,0.042960000000000005,0.6535000000000001,1536672600229,0.6387,,,,,,,,,,0.626585,Close,"September 14, 2018",1536955200095,80004,0.62,69951714,0.621,1536931800037,,0.628657,NYSE American,Basic Materials,1.24,0.56,-0.394965048543689
AAV,,,152502,,,close,0,0,2.55,1536955323015,Advantage Oil & Gas Ltd,2.55,1536955323015,-0.01,-0.003920000000000001,2.54,1536931770542,2.6,,,,,,,,,,2.55,Close,"September 14, 2018",1536955323015,73057,2.495,474152460,2.55,1536931801000,36.43,2.55,New York Stock Exchange,Energy,6.7,2.3663,-0.433333333333333
AAWW,,,231983,,,close,0.25,0.00393,63.9,1536955200464,Atlas Air Worldwide Holdings,63.9,1536955200464,0,0,63.9,1536956898156,64.05,,,,,,,,,,63.9,Close,"September 14, 2018",1536955200464,210350,62.7,1634245120,63.65,1536931800513,10.44,63.65,Nasdaq Global Select,Industrials,75.2911,50.65,0.10660471958584901
AAXJ,,,1108427,,,close,-0.07,-0.001,69.59,1536955200198,iShares MSCI All Country Asia ex Japan Index Fund,69.59,1536955200198,0.026000000000000002,0.00037000000000000005,69.616,1536869140987,70.07,,,,,,,,,,69.59,Close,"September 14, 2018",1536955200198,1468672,69.27,4133646000,69.98,1536931800578,,69.66,NASDAQ Global Market,,83.52,67.22,-0.10254863114949801
AAXN,,,700079,,,close,1.98,0.02772,73.41,1536955200565,Axon Enterprise Inc.,73.41,1536955200565,0,0,73.41,1536957687000,73.61,,,,,,,,,,73.41,Close,"September 14, 2018",1536955200565,534494,71.64,4281248810,72.24,1536931800500,138.51,71.43,Nasdaq Global Select,Industrials,76.4544,20.57,1.7926917514124292
AB,,,250873,,,close,0.5,0.01642,30.95,1536955322010,AllianceBernstein Holding L.P. Units,30.95,1536955322010,-0.05,-0.0016200000000000001,30.9,1536955203064,31.235,,,,,,,,,,30.95,Close,"September 14, 2018",1536955322010,484750,30.55,3030896979,30.55,1536931801001,11.46,30.45,New York Stock Exchange,Financial Services,31.235,23.8,0.34727079851047904
ABAC,,,137701,,,close,-0.23,-0.10268000000000001,2.01,1536955200537,Renmin Tianli Group Inc.,2.01,1536955200537,0.23,0.11443,2.24,1536871317811,2.29,,,,,,,,,,2.01,Close,"September 14, 2018",1536955200537,38460,1.923,16047327,2.22,1536931800746,,2.24,NASDAQ Capital Market,Consumer Defensive,4.76,1.5,-0.382249892473118
ABB,,,2201524,,,close,-0.07,-0.0029100000000000003,23.96,1536955322012,ABB Ltd,23.96,1536955322012,-0.26,-0.01085,23.7,1536956769843,24.08,,,,,,,,,,23.96,Close,"September 14, 2018",1536955322012,2902213,23.89,51077350708,24.03,1536931801002,17.75,24.03,New York Stock Exchange,Industrials,28.67,21.2155,-0.08439909172458401
ABBV,,,4570559,,,close,-0.65,-0.006750000000000001,95.68,1536955374209,AbbVie Inc.,95.68,1536955374209,0,0,95.68,1536957808455,96.4,,,,,,,,,,95.68,Close,"September 14, 2018",1536955374209,3373111,94.92,144885611745,96.32,1536931964225,14.15,96.33,New York Stock Exchange,Healthcare,125.86,83.19,-0.0072691701217070005
ABC,,,1201568,,,close,-0.09,-0.0010500000000000002,85.84,1536955321036,AmerisourceBergen Corporation,85.84,1536955321036,0.507,0.00591,86.347,1536955865843,87.38,,,,,,,,,,85.84,Close,"September 14, 2018",1536955321036,1141611,85.64,18572054321,86.19,1536931801006,13.73,85.93,New York Stock Exchange,Healthcare,106.27,71.9,-0.076616813020895
ABCB,,,259013,,,close,0.7000000000000001,0.014770000000000002,48.1,1536955200223,Ameris Bancorp,48.1,1536955200223,0,0,48.1,1536956898216,48.45,,,,,,,,,,48.1,Close,"September 14, 2018",1536955200223,247889,47.4,2285647642,47.4,1536931800268,17.62,47.4,Nasdaq Global Select,Financial Services,59.05,43.35,0.009231202574434001
ABCD,,,141829,,,close,0,0,12.64,1536955200496,Cambium Learning Group Inc.,12.64,1536955200496,0,0,12.64,1536956898288,12.98,,,,,,,,,,12.64,Close,"September 14, 2018",1536955200496,61268,12.57,597330325,12.63,1536931800651,,12.64,NASDAQ Capital Market,Consumer Defensive,13.98,5.19,1.2571428571428571
ABDC,,,41173,,,close,0.04,0.006280000000000001,6.41,1536955200419,Alcentra Capital Corp.,6.42,1536955200419,0.01,0.0015600000000000002,6.42,1536957684000,6.45,,,,,,,,,,6.41,Close,"September 14, 2018",1536955200419,61461,6.34,86725871,6.38,1536931800708,5.62,6.37,Nasdaq Global Select,Financial Services,11.2399,5.75,-0.201873180975911
ABEO,,,439316,,,close,0,0,14.35,1536955200228,Abeona Therapeutics Inc.,14.35,1536955200228,0,0,14.35,1536956898329,14.65,,,,,,,,,,14.35,Close,"September 14, 2018",1536955200228,337429,14.1,687986140,14.35,1536931800623,-19.13,14.35,NASDAQ Capital Market,Healthcare,22.75,10.5,-0.165697674418604
ABEOW,,,0,,,close,0.25,0.027030000000000002,9.5,1536782400419,,9.5,1536782400419,,,,,9.5,,,,,,,,,,9.5,Close,"September 12, 2018",1536782400419,1000,9.5,0,9.5,1536768044217,,9.25,,,9.5,0,-0.1733067003367
ABEV,,,33702984,,,close,-0.01,-0.0022800000000000003,4.37,1536955237280,Ambev S.A. American Depositary Shares (Each representing 1),4.37,1536955237280,0,0,4.37,1536958586307,4.43,,,,,,,,,,4.37,Close,"September 14, 2018",1536955237280,26522908,4.31,68696386348,4.43,1536931801000,19,4.38,New York Stock Exchange,Consumer Defensive,7.43,4.28,-0.333306881391219
ABG,,,165995,,,close,1.4,0.0195,73.2,1536955322025,Asbury Automotive Group Inc,73.2,1536955322025,0,0,73.2,1536956898359,73.45,,,,,,,,,,73.2,Close,"September 14, 2018",1536955322025,252009,71.7,1489831914,71.75,1536931829746,10.03,71.8,New York Stock Exchange,Consumer Cyclical,77.75,54.5138,0.17681225296442601
ABIL,,,1422717,,,close,0.031,0.00927,3.375,1536955200416,Ability Inc.,3.375,1536955200416,0.125,0.037040000000000003,3.5,1536958370296,3.38,,,,,,,,,,3.375,Close,"September 14, 2018",1536955200416,65644,3.2,11153285,3.2,1536931800320,,3.344,NASDAQ Capital Market,Technology,14.55,0.32330000000000003,6.251759270386265
ABIO,,,359586,,,close,-0.0115,-0.021240000000000002,0.53,1536955200157,ARCA biopharma Inc.,0.53,1536955200157,0.01,0.01887,0.54,1536956554416,0.5428000000000001,,,,,,,,,,0.53,Close,"September 14, 2018",1536955200157,192498,0.511,7379627,0.532,1536931800562,,0.5415,NASDAQ Capital Market,Healthcare,2,0.45,-0.6286474074074071
ABM,,,612427,,,close,0.28,0.008140000000000001,34.69,1536955359839,ABM Industries Incorporated,34.69,1536955359839,0,0,34.69,1536956898389,34.79,,,,,,,,,,34.69,Close,"September 14, 2018",1536955359839,661982,34,2284398699,34.36,1536931810054,21.55,34.41,New York Stock Exchange,Industrials,44.7,28.17,-0.058261487729194004
ABMD,,,473153,,,close,4.73,0.012100000000000001,395.67,1536955200379,ABIOMED Inc.,395.67,1536955200379,0,0,395.67,1536957683000,399.12,,,,,,,,,,395.67,Close,"September 14, 2018",1536955200379,397179,392,17756545897,392.32,1536931800439,253.63,390.94,Nasdaq Global Select,Healthcare,450.93,155.57,1.067635352485843
ABR,,,1194525,,,close,-0.05,-0.0041400000000000005,12.02,1536955321075,Arbor Realty Trust,12.02,1536955321075,-0.01,-0.0008300000000000001,12.01,1536957402962,12.12,,,,,,,,,,12.02,Close,"September 14, 2018",1536955321075,713422,11.99,906197572,12.06,1536931801002,11.34,12.07,New York Stock Exchange,Real Estate,12.35,7.88,0.492821243399422
ABR-A,,,1181,,,close,-0.016900000000000002,-0.0006500000000000001,25.9299,1536868981277,Arbor Realty Trust Preferred Series A,25.93,1536955200016,0.07010000000000001,0.0027,26,1531398407843,25.93,,,,,,,,,,25.9299,Close,"September 13, 2018",1536868981277,775,25.82,40230240,26.05,1535549401001,,25.9468,New York Stock Exchange,Real Estate,26.3223,24.81,0.090423194336327
ABR-B,,,1722,,,close,0,0,25.69,1536868981278,Arbor Realty Trust Cumulative Redeemable Preferred Series B,25.7,1536868981278,-0.42,-0.01635,25.27,1534253368845,25.739,,,,,,,,,,25.69,Close,"September 13, 2018",1536868981278,5,25.69,32369400,25.7,1536845400003,,25.69,New York Stock Exchange,Real Estate,25.95,24.59,0.07602995627188501
ABR-C,,,1203,,,close,-0.7336,-0.027750000000000004,25.7064,1536696181559,Arbor Realty Trust Cumulative Redeemable Preferred Series C,25.706,1536955200058,,,,,25.706,,,,,,,,,,25.7064,Close,"September 11, 2018",1536696181559,231,25.706,0,26.19,1536067801002,,26.44,New York Stock Exchange,Real Estate,26.58,25.51,0.015935851630505
ABT,,,4298284,,,close,-0.08,-0.00117,68.42,1536955263983,Abbott Laboratories,68.42,1536955263983,0,0,68.42,1536957987815,68.82,,,,,,,,,,68.42,Close,"September 14, 2018",1536955263983,4154204,68.36,120030525411,68.55,1536931847660,25.15,68.5,New York Stock Exchange,Healthcare,68.82,51.37,0.17910787073870002
ABTX,,,18007,,,close,0.2,0.00457,44,1536955200403,Allegiance Bancshares Inc.,44,1536955200403,0,0,44,1536956898459,44.8,,,,,,,,,,44,Close,"September 14, 2018",1536955200403,16746,43.215,588173960,43.8,1536931800397,22.22,43.8,NASDAQ Global Market,Financial Services,46.85,34,0.17322869853917602
ABUS,,,378235,,,close,-0.05,-0.005180000000000001,9.6,1536955200495,Arbutus Biopharma Corporation,9.6,1536955200495,0,0,9.6,1536956898505,10,,,,,,,,,,9.6,Close,"September 14, 2018",1536955200495,200291,9.4,531881261,9.65,1536931800445,-5.13,9.65,Nasdaq Global Select,Healthcare,12.6,4.3,0.756287889908256
ABX,,,12950549,,,close,0,0,10.11,1536955338152,Barrick Gold Corporation,10.11,1536955338152,0,0,10.11,1536957809297,10.32,,,,,,,,,,10.11,Close,"September 14, 2018",1536955338152,9492349,10.01,11799975084,10.11,1536931801008,16.85,10.11,New York Stock Exchange,Basic Materials,17.14,9.53,-0.329833353219584
AC,,,8210,,,close,0.8,0.0218,37.5,1536955321040,Associated Capital Group Inc.,37.5,1536955321040,0,0,37.5,1536956897564,37.9,,,,,,,,,,37.5,Close,"September 14, 2018",1536955321040,9844,36.9,862176525,36.9,1536931801012,,36.7,New York Stock Exchange,Financial Services,42.5,33.1,0.122723895332963
ACAD,,,2190878,,,close,0.12,0.00872,13.88,1536955200488,ACADIA Pharmaceuticals Inc.,13.88,1536955200488,0,0,13.88,1536957668000,13.99,,,,,,,,,,13.88,Close,"September 14, 2018",1536955200488,1405936,13.53,1735093315,13.76,1536931800579,-6.84,13.76,Nasdaq Global Select,Healthcare,41.2,12.77,-0.535151179756818
ACBI,,,50578,,,close,0.1,0.0056300000000000005,17.85,1536955200439,Atlantic Capital Bancshares Inc.,17.85,1536955200439,0,0,17.85,1536956898564,18,,,,,,,,,,17.85,Close,"September 14, 2018",1536955200439,32635,17.65,465957346,17.75,1536931800354,24.12,17.75,Nasdaq Global Select,Financial Services,21.6,15.2,0.031492068965517005
ACC,,,506629,,,close,-0.2,-0.004710000000000001,42.26,1536955428514,American Campus Communities Inc,42.26,1536955428514,0,0,42.26,1536956744563,42.6,,,,,,,,,,42.26,Close,"September 14, 2018",1536955428514,533988,41.83,5790834637,42.4,1536931801003,18.45,42.46,New York Stock Exchange,Real Estate,48.66,34.52,0.062111497993083006
ACCO,,,438725,,,close,0,0,12.15,1536955323142,Acco Brands Corporation,12.15,1536955323142,0,0,12.15,1536956898595,12.4,,,,,,,,,,12.15,Close,"September 14, 2018",1536955323142,323068,12.05,1269531144,12.1,1536931801000,9.88,12.15,New York Stock Exchange,Industrials,14.625,10.9,-0.014302751028289
ACER,,,66803,,,close,-0.44,-0.01386,31.31,1536955200554,Acer Therapeutics Inc.,31.31,1536955200554,0.387,0.012360000000000001,31.697,1536955865843,32.75,,,,,,,,,,31.31,Close,"September 14, 2018",1536955200554,47627,30.56,314759054,31.78,1536931800386,-10.83,31.75,NASDAQ Capital Market,Healthcare,34.1,8.55,1.100252086428089
ACES,,,4806,,,close,-0.15,-0.00572,26.08,1536955200000,ALPS Clean Energy,26.08,1536955200112,-0.14,-0.005370000000000001,25.94,1534335565298,26.09,,,,,,,,,,26.08,Close,"September 14, 2018",1536955200000,15080,25.84,0,25.84,1536931800001,,26.23,Cboe Global Markets EDGX,,26.96,24.9188,0.028790115033716004
ACET,,,178027,,,close,-0.2,-0.06494000000000001,2.88,1536955200527,Aceto Corporation,2.88,1536955200527,0,0,2.88,1536955208628,3.06,,,,,,,,,,2.88,Close,"September 14, 2018",1536955200527,276540,2.85,88669567,3.05,1536931800473,2.44,3.08,Nasdaq Global Select,Healthcare,11.98,2.22,-0.790599417597805
ACGL,,,836340,,,close,0.05,0.0016500000000000002,30.4,1536955200154,Arch Capital Group Ltd.,30.4,1536955200190,0,0,30.4,1536956744566,30.55,,,,,,,,,,30.4,Close,"September 14, 2018",1536955200154,1559343,30.34,12321104496,30.4,1536931800311,22.69,30.35,Nasdaq Global Select,Financial Services,34.199966,25.70664,0.034493751804928
ACGLO,,,19443,,,close,-0.07060000000000001,-0.0029300000000000003,24.0144,1536955200316,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,24.05,1536955200316,0.8156,0.033960000000000004,24.83,1532721967731,24.115,,,,,,,,,,24.0144,Close,"September 14, 2018",1536955200316,11983,24,0,24.05,1536931800757,,24.085,Nasdaq Global Select,Financial Services,25.99,23.67,-0.004945550910322
ACGLP,,,36305,,,close,-0.01,-0.00043000000000000004,23.47,1536955200248,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,23.47,1536955200248,0.22,0.009370000000000002,23.69,1536672480077,23.516,,,,,,,,,,23.47,Close,"September 14, 2018",1536955200248,24289,23.347,0,23.51,1536931800575,,23.48,Nasdaq Global Select,Financial Services,25.25,22.75,-0.016061618902221002
ACH,,,69527,,,close,-0.16,-0.015280000000000002,10.31,1536955322005,Aluminum Corporation of China Limited American Depositary Shares,10.31,1536955322005,0.51,0.04947000000000001,10.82,1536957465618,10.48,,,,,,,,,,10.31,Close,"September 14, 2018",1536955322005,58845,10.26,6146326388,10.45,1536931801002,,10.47,New York Stock Exchange,Basic Materials,23.54,9.2,-0.469777354497354
ACHC,,,684045,,,close,-0.33,-0.0091,35.95,1536955200194,Acadia Healthcare Company Inc.,35.95,1536955200194,0,0,35.95,1536956163718,36.53,,,,,,,,,,35.95,Close,"September 14, 2018",1536955200194,998748,35.59,3173463709,36.14,1536931800746,14.92,36.28,Nasdaq Global Select,Healthcare,48.349,26.92,0.05419488317065901
ACHN,,,1166808,,,close,-0.04,-0.01238,3.19,1536955200437,Achillion Pharmaceuticals Inc.,3.19,1536955200437,0,0,3.19,1536956898637,3.37,,,,,,,,,,3.19,Close,"September 14, 2018",1536955200437,563707,3.17,442089563,3.26,1536931800574,-5.5,3.23,Nasdaq Global Select,Healthcare,4.82,2.33,0.019982459546925003
ACHV,,,69679,,,close,-0.04,-0.01471,2.68,1536955200197,Achieve Life Sciences Inc.,2.68,1536955200197,0.02,0.0074600000000000005,2.7,1536958443532,2.77,,,,,,,,,,2.68,Close,"September 14, 2018",1536955200197,47738,2.56,12196693,2.76,1536931800556,,2.7199999999999998,NASDAQ Capital Market,Healthcare,38.45,2.56,-0.8285988888888881
ACIA,,,717295,,,close,-0.13,-0.0032900000000000004,39.38,1536955200338,Acacia Communications Inc.,39.38,1536955200338,0,0,39.38,1536956898674,39.98,,,,,,,,,,39.38,Close,"September 14, 2018",1536955200338,796897,38.24,1596866758,39.47,1536931800430,127.03,39.51,Nasdaq Global Select,Technology,50.08,24.72,0.06536671641791
ACIM,,,2272,,,close,-0.2912,-0.0036300000000000004,80.0306,1536955200146,SPDR MSCI ACWI IMI,80.185,1536955800001,1.2494,0.01561,81.28,1535572800106,80.317,,,,,,,,,,80.0306,Close,"September 14, 2018",1536955200146,1171,80.031,104039780,80.35,1536931800115,,80.3218,NYSE Arca,,84.34,74.3211,0.014613768504275001
ACIU,,,111604,,,close,-0.31,-0.036860000000000004,8.1,1536955200487,AC Immune SA,8.1,1536955200487,0.158,0.019510000000000003,8.258,1536869465570,8.56,,,,,,,,,,8.1,Close,"September 14, 2018",1536955200487,58121,8.01,545637789,8.56,1536931800409,-16.2,8.41,NASDAQ Global Market,Healthcare,17.4,7.57,-0.43011842696629204
ACIW,,,389662,,,close,0.51,0.01795,28.93,1536955200395,ACI Worldwide Inc.,28.93,1536955200395,0,0,28.93,1536957808263,28.98,,,,,,,,,,28.93,Close,"September 14, 2018",1536955200395,389916,28.42,3348937581,28.48,1536931800319,64.29,28.42,Nasdaq Global Select,Technology,28.98,20.23,0.29296101806963404
ACLS,,,335123,,,close,0.35000000000000003,0.018570000000000003,19.2,1536955200377,Axcelis Technologies Inc.,19.2,1536955200377,0,0,19.2,1536956897478,19.3,,,,,,,,,,19.2,Close,"September 14, 2018",1536955200377,292087,18.65,621226483,18.9,1536931800398,11.36,18.85,Nasdaq Global Select,Technology,37.05,18.35,-0.331683807106599
ACM,,,842057,,,close,0.13,0.00402,32.44,1536955343181,AECOM,32.44,1536955343181,0,0,32.44,1536955756493,32.64,,,,,,,,,,32.44,Close,"September 14, 2018",1536955343181,1234418,32.17,5215713711,32.24,1536931801003,11.75,32.31,New York Stock Exchange,Industrials,39.9,30.95,-0.135958791092258
ACMR,,,58245,,,close,-0.445,-0.03667,11.69,1536955200175,ACM Research Inc.,11.69,1536955200175,0,0,11.69,1536956897493,12.39,,,,,,,,,,11.69,Close,"September 14, 2018",1536955200175,32318,11.41,185656839,12.07,1536931800165,55.67,12.135,NASDAQ Global Market,Technology,15.5951,4.7437000000000005,1.043401174377224
ACN,,,1679520,,,close,-0.43,-0.0025,171.64,1536955231685,Accenture plc Class A (Ireland),171.64,1536955231685,0,0,171.64,1536957802188,172.27,,,,,,,,,,171.64,Close,"September 14, 2018",1536955231685,2141919,171.025,110092099858,171.74,1536931801009,26.95,172.07,New York Stock Exchange,Technology,172.51,132.27,0.12304952837612301
ACNB,,,6301,,,close,-0.85,-0.02117,39.3,1536955200142,ACNB Corporation,39.3,1536955200142,0,0,39.3,1536956897508,40.25,,,,,,,,,,39.3,Close,"September 14, 2018",1536955200142,11024,38.8,276623582,40.25,1536931800682,,40.15,NASDAQ Capital Market,Financial Services,41.45,26.8,0.327801795162237
ACOR,,,673611,,,close,-0.8,-0.044320000000000005,17.25,1536955200349,Acorda Therapeutics Inc.,17.25,1536955200349,0,0,17.25,1536957679000,18.2,,,,,,,,,,17.25,Close,"September 14, 2018",1536955200349,793918,17.2,819095774,17.9,1536931800314,17.08,18.05,Nasdaq Global Select,Healthcare,36.35,15.6,-0.28273059602649
ACP,,,64645,,,close,0.01,0.0007,14.33,1536955324015,Aberdeen Income Credit Strategies Fund,14.33,1536955324015,-0.47000000000000003,-0.0328,13.86,1536844060149,14.37,,,,,,,,,,14.33,Close,"September 14, 2018",1536955324015,54911,14.27,187351452,14.32,1536931801003,,14.32,New York Stock Exchange,Financial Services,14.93,13.3101,0.077471638751756
ACRE,,,80336,,,close,-0.08,-0.00553,14.38,1536955323093,Ares Commercial Real Estate Corporation,14.38,1536955323093,0,0,14.38,1536956897523,14.54,,,,,,,,,,14.38,Close,"September 14, 2018",1536955323093,83756,14.2,412685868,14.46,1536931801002,10.89,14.46,New York Stock Exchange,Real Estate,14.768,11.96,0.168280476136057
ACRS,,,255888,,,close,0.22,0.0146,15.29,1536955200171,Aclaris Therapeutics Inc.,15.29,1536955200171,0,0,15.29,1536956897538,15.38,,,,,,,,,,15.29,Close,"September 14, 2018",1536955200171,110100,14.85,473694337,15.08,1536931800179,-4.47,15.07,Nasdaq Global Select,Healthcare,28.62,14.115,-0.37453304035157803
ACRX,,,494867,,,close,0,0,3.4,1536955200498,AcelRx Pharmaceuticals Inc.,3.4,1536955200498,0,0,3.4,1536955906402,3.5,,,,,,,,,,3.4,Close,"September 14, 2018",1536955200498,661591,3.4,206039708,3.4,1536931800710,-3.74,3.4,NASDAQ Global Market,Healthcare,5.75,1.55,0.658536585365853
ACSI,,,2745,,,close,-0.0102,-0.00030000000000000003,34.26,1536955200000,American Customer Satisfaction,34.24,1536955200476,-0.085,-0.00248,34.175,1535573388565,34.27,,,,,,,,,,34.26,Close,"September 14, 2018",1536955200000,5342,34.194,58242000,34.49,1536931800001,,34.2702,Cboe Global Markets EDGX,,34.49,28.799,0.10700446024563601
ACST,,,195015,,,close,-0.0014,-0.0025700000000000002,0.5432,1536955200209,Acasti Pharma Inc.,0.5432,1536955200209,0.0286,0.05265,0.5718,1536931530492,0.5614,,,,,,,,,,0.5432,Close,"September 14, 2018",1536955200209,55414,0.52,19924505,0.5614,1536931800641,,0.5446,NASDAQ Capital Market,Healthcare,3.3565,0.4333,-0.45664035175879303
ACT,,,6626,,,close,0.0625,0.00236,26.5225,1536955200175,AdvisorShares Vice ETF,26.54,1536955200175,-0.0025,-9e-05,26.52,1536955796213,26.66,,,,,,,,,,26.5225,Close,"September 14, 2018",1536955200175,20949,26.48,13261250,26.48,1536931800323,,26.46,NASDAQ Global Market,,29.5,24.23,-0.002797539384846
ACTG,,,161924,,,close,-0.1,-0.028990000000000002,3.35,1536955200360,Acacia Research Corporation,3.35,1536955200360,0,0,3.35,1536956897546,3.45,,,,,,,,,,3.35,Close,"September 14, 2018",1536955200360,146740,3.3,165808464,3.4,1536931800694,1.21,3.45,Nasdaq Global Select,Industrials,5.5,3.05,-0.19148999999999902
