symbol,askPrice,askSize,avgTotalVolume,bidPrice,bidSize,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,primaryExchange,sector,week52High,week52Low,ytdChange
ABAC,,,142023,,,close,-0.013000000000000001,-0.006390000000000001,2.02,1538164800400,Renmin Tianli Group Inc.,2.02,1538164800400,-0.02,-0.0099,2,1538140224088,2.1,,,,,,,,,,2.02,Close,"September 28, 2018",1538164800400,4648,2.02,16127165,2.07,1538141400671,,2.033,NASDAQ Capital Market,Consumer Defensive,4.76,1.5,-0.282375663082437
ABB,,,2131931,,,close,-0.08,-0.00337,23.63,1538164897018,ABB Ltd,23.63,1538164897018,0.048,0.00203,23.678,1538165466806,23.8,,,,,,,,,,23.63,Close,"September 28, 2018",1538164897018,1781411,23.59,50373864659,23.6,1538141401003,17.5,23.71,New York Stock Exchange,Industrials,28.67,21.2155,-0.097509701062267
ABBV,,,4678844,,,close,0.44,0.0046700000000000005,94.58,1538165008929,AbbVie Inc.,94.58,1538165008929,-0.5700000000000001,-0.006030000000000001,94.01,1538167996097,95.157,,,,,,,,,,94.58,Close,"September 28, 2018",1538165008929,4505061,93.84,143219911777,94,1538141457270,13.99,94.14,New York Stock Exchange,Healthcare,125.86,85.24,-0.007339856920057001
ABC,,,1085160,,,close,1.07,0.01174,92.22,1538165003966,AmerisourceBergen Corporation,92.22,1538165003966,0,0,92.22,1538166813659,92.51,,,,,,,,,,92.22,Close,"September 28, 2018",1538165003966,1090441,90.53,19952409710,91.12,1538141400007,14.76,91.15,New York Stock Exchange,Healthcare,106.27,71.9,0.004881058984308
ABCB,,,324831,,,close,0.4,0.008830000000000001,45.7,1538164800227,Ameris Bancorp,45.7,1538164800227,0.006,0.00013000000000000002,45.706,1538166154950,46,,,,,,,,,,45.7,Close,"September 28, 2018",1538164800227,319139,45.15,2171602853,45.15,1538141400511,16.74,45.3,Nasdaq Global Select,Financial Services,59.05,44.75,-0.044278786818942005
ABCD,,,108923,,,close,0.06,0.005090000000000001,11.84,1538164800590,Cambium Learning Group Inc.,11.84,1538164800590,0,0,11.84,1538166039698,11.925,,,,,,,,,,11.84,Close,"September 28, 2018",1538164800590,68120,11.66,559524609,11.78,1538141400386,,11.78,NASDAQ Capital Market,Consumer Defensive,13.98,5.19,1.119375714285714
ABDC,,,45292,,,close,-0.015,-0.0025,5.98,1538164800533,Alcentra Capital Corp.,5.98,1538164800533,0,0,5.98,1538167298000,6.05,,,,,,,,,,5.98,Close,"September 28, 2018",1538164800533,102561,5.95,80908066,5.99,1538141400334,5.25,5.995,Nasdaq Global Select,Financial Services,10.778,5.75,-0.24156957805262802
ABEO,,,528989,,,close,-0.2,-0.015380000000000001,12.8,1538164800686,Abeona Therapeutics Inc.,12.8,1538164800686,0,0,12.8,1538166039734,13.05,,,,,,,,,,12.8,Close,"September 28, 2018",1538164800686,354537,12.725,613674048,13,1538141400391,-17.07,13,NASDAQ Capital Market,Healthcare,22.75,10.5,-0.271193953488372
ABEOW,,,0,,,close,0,0,8.53,1538078400577,,8.55,1538078400577,,,,,,,,,,,,,,,8.53,Close,"September 27, 2018",1538078400577,1,,0,8.55,1538055000480,,8.53,,,0,0,-0.281986531986532
ABEV,,,30442429,,,close,-0.06,-0.012960000000000001,4.57,1538165107516,Ambev S.A. American Depositary Shares (Each representing 1),4.57,1538165107516,0.01,0.00219,4.58,1538167975997,4.62,,,,,,,,,,4.57,Close,"September 28, 2018",1538165107516,17859707,4.53,71840385723,4.55,1538141400006,19.87,4.63,New York Stock Exchange,Consumer Defensive,7.43,4.28,-0.31337026269058804
ABG,,,170865,,,close,-1.25,-0.01786,68.75,1538164830994,Asbury Automotive Group Inc,68.75,1538164830994,0,0,68.75,1538166381984,70.15,,,,,,,,,,68.75,Close,"September 28, 2018",1538164830994,135903,68.65,1399261531,70,1538141414932,9.42,70,New York Stock Exchange,Consumer Cyclical,77.75,54.5138,0.06909652173913
ABIL,,,221299,,,close,0.15,0.04478,3.5,1538164800535,Ability Inc.,3.5,1538164800535,-0.04,-0.011430000000000001,3.46,1538166652210,3.65,,,,,,,,,,3.5,Close,"September 28, 2018",1538164800535,103285,3.35,11566370,3.39,1538141400471,,3.35,NASDAQ Capital Market,Technology,14.55,0.32330000000000003,6.555509613733905
ABIO,,,304659,,,close,0.024,0.04478,0.56,1538164800336,ARCA biopharma Inc.,0.56,1538164800336,0.0097,0.017320000000000002,0.5697,1538167114667,0.5700000000000001,,,,,,,,,,0.56,Close,"September 28, 2018",1538164800336,271127,0.531,7797342,0.55,1538141400871,,0.536,NASDAQ Capital Market,Healthcare,2,0.45,-0.540405185185185
ABM,,,622597,,,close,-0.05,-0.0015500000000000002,32.25,1538164836649,ABM Industries Incorporated,32.25,1538164836649,0.004,0.00012000000000000002,32.254,1538166155146,32.44,,,,,,,,,,32.25,Close,"September 28, 2018",1538164836649,407206,32.07,2123720324,32.2,1538141410050,20.03,32.3,New York Stock Exchange,Industrials,44.7,28.17,-0.133618261149222
ABMD,,,580056,,,close,6.86,0.015490000000000002,449.75,1538164800552,ABIOMED Inc.,449.75,1538164800552,0,0,449.75,1538167291000,455.4,,,,,,,,,,449.75,Close,"September 28, 2018",1538164800552,696375,441,20183502710,441.29,1538141400224,288.3,442.89,Nasdaq Global Select,Healthcare,455.4,164.42,1.351975012208426
ABR,,,1078705,,,close,0.15,0.013240000000000002,11.48,1538164822355,Arbor Realty Trust,11.48,1538164822355,-0.08,-0.0069700000000000005,11.4,1538168281608,11.51,,,,,,,,,,11.48,Close,"September 28, 2018",1538164822355,844068,11.317,865486533,11.32,1538141401001,10.83,11.33,New York Stock Exchange,Real Estate,12.35,7.89,0.44295007273089504
ABR-A,,,1404,,,close,0,0,25.5,1538078581317,Arbor Realty Trust Preferred Series A,25.5,1538164800273,0.5,0.019610000000000002,26,1531398407843,25.5,,,,,,,,,,25.5,Close,"September 27, 2018",1538078581317,2075,25.36,39563250,25.5,1537968601002,,25.5,New York Stock Exchange,Real Estate,26.3223,24.81,0.07298394731859201
ABR-B,,,1528,,,close,0,0,25.6,1538164981226,Arbor Realty Trust Cumulative Redeemable Preferred Series B,25.6,1538164981226,-0.33,-0.01289,25.27,1534253368845,25.6,,,,,,,,,,25.6,Close,"September 28, 2018",1538164981226,900,25.496,32256000,25.7,1536845400003,,25.6,New York Stock Exchange,Real Estate,25.79,24.59,0.072260291185685
ABR-C,,,1154,,,close,0.1464,0.005620000000000001,26.21,1537992181780,Arbor Realty Trust Cumulative Redeemable Preferred Series C,26.2,1538078400256,,,,,26.21,,,,,,,,,,26.21,Close,"September 26, 2018",1537992181780,454,26.186,0,25.7,1537363801001,,26.0636,New York Stock Exchange,Real Estate,26.58,25.51,0.06975212940106501
ABT,,,5289522,,,close,0.34,0.00466,73.36,1538164970788,Abbott Laboratories,73.36,1538164970788,0.03,0.00041000000000000005,73.39,1538167471698,73.58,,,,,,,,,,73.36,Close,"September 28, 2018",1538164970788,6546587,72.772,128696862674,72.85,1538141574191,26.97,73.02,New York Stock Exchange,Healthcare,73.58,53.195,0.27015524404254604
ABTX,,,19239,,,close,0.2,0.0048200000000000005,41.7,1538164800476,Allegiance Bancshares Inc.,41.7,1538164800476,0,0,41.7,1538166039891,42.25,,,,,,,,,,41.7,Close,"September 28, 2018",1538164800476,20289,41,557428503,41.4,1538141400798,21.06,41.5,NASDAQ Global Market,Financial Services,46.85,34.9,0.11238972111553701
ABUS,,,293244,,,close,-0.25,-0.02577,9.45,1538164800119,Arbutus Biopharma Corporation,9.4,1538164800129,-0.1,-0.01058,9.35,1538166867132,9.75,,,,,,,,,,9.45,Close,"September 28, 2018",1538164800119,229121,9.275,523570616,9.7,1538141400828,-5.05,9.7,Nasdaq Global Select,Healthcare,12.6,4.3,0.70817495412844
ABX,,,15910197,,,close,-0.05,-0.00449,11.08,1538164980457,Barrick Gold Corporation,11.08,1538164980457,0.02,0.0018100000000000002,11.1,1538168058992,11.315,,,,,,,,,,11.08,Close,"September 28, 2018",1538164980457,18220066,11.05,12932119083,11.19,1538141511453,18.47,11.13,New York Stock Exchange,Basic Materials,16.835,9.53,-0.27002447612987
AC,,,9679,,,close,4.15,0.10807000000000001,42.55,1538164908942,Associated Capital Group Inc.,42.55,1538164908942,0,0,42.55,1538166039261,43.45,,,,,,,,,,42.55,Close,"September 28, 2018",1538164908942,32161,40,978282964,40,1538141613476,,38.4,New York Stock Exchange,Financial Services,43.45,33.1,0.357251646571135
ACAD,,,2886808,,,close,-1.05,-0.04814,20.76,1538164800554,ACADIA Pharmaceuticals Inc.,20.76,1538164800554,0.02,0.0009600000000000001,20.78,1538168040698,22.04,,,,,,,,,,20.76,Close,"September 28, 2018",1538164800554,6301364,20.02,2595139569,21.75,1538141400004,-10.23,21.81,Nasdaq Global Select,Healthcare,41.2,12.77,-0.365918508051265
ACBI,,,57912,,,close,-0.05,-0.0029800000000000004,16.75,1538164800406,Atlantic Capital Bancshares Inc.,16.75,1538164800406,0,0,16.75,1538166040028,16.9,,,,,,,,,,16.75,Close,"September 28, 2018",1538164800406,59584,16.55,437242888,16.65,1538141400711,22.64,16.8,Nasdaq Global Select,Financial Services,21.6,15.2,-0.04033632183908
ACC,,,539646,,,close,0.4,0.009810000000000001,41.16,1538164984495,American Campus Communities Inc,41.16,1538164984495,0,0,41.16,1538166811569,41.34,,,,,,,,,,41.16,Close,"September 28, 2018",1538164984495,1170724,40.7,5640103021,40.81,1538141401951,17.97,40.76,New York Stock Exchange,Real Estate,45.5,34.52,0.048862836190139
ACCO,,,435597,,,close,-0.15,-0.0131,11.3,1538164923203,Acco Brands Corporation,11.3,1538164923203,0,0,11.3,1538167289000,11.55,,,,,,,,,,11.3,Close,"September 28, 2018",1538164923203,540817,11.15,1180716208,11.4,1538141401002,9.19,11.45,New York Stock Exchange,Industrials,14.625,10.9,-0.09636099478351101
ACER,,,57508,,,close,1.63,0.0558,30.84,1538164800343,Acer Therapeutics Inc.,30.84,1538164800343,-0.27,-0.00875,30.57,1537905606660,30.93,,,,,,,,,,30.84,Close,"September 28, 2018",1538164800343,16238,29.3,310034150,29.3,1538141400366,-10.67,29.21,NASDAQ Capital Market,Healthcare,34.1,11.36,1.138176772451046
ACES,,,4566,,,close,0.12,0.004690000000000001,25.73,1538164800000,ALPS Clean Energy,25.68,1538164800599,0.21,0.00816,25.94,1534335565298,25.73,,,,,,,,,,25.73,Close,"September 28, 2018",1538164800000,1751,24.81,0,24.81,1538141400000,,25.61,Cboe Global Markets EDGX,,26.96,24.81,0.025316735422451
ACET,,,333639,,,close,-0.13,-0.05439000000000001,2.26,1538164800234,Aceto Corporation,2.26,1538164800234,0,0,2.26,1538166154985,2.31,,,,,,,,,,2.26,Close,"September 28, 2018",1538164800234,1714274,2.1,69580979,2.3,1538141400536,1.92,2.39,Nasdaq Global Select,Healthcare,11.98,2.1,-0.8383866356998121
ACGL,,,1005283,,,close,0.22,0.007430000000000001,29.81,1538164800366,Arch Capital Group Ltd.,29.81,1538164800366,0,0,29.81,1538166811576,29.86,,,,,,,,,,29.81,Close,"September 28, 2018",1538164800366,1262920,29.4,12081977797,29.45,1538141400581,22.25,29.59,Nasdaq Global Select,Financial Services,34.199966,25.70664,0.020228428990293
ACGLO,,,22955,,,close,0.07,0.0029800000000000004,23.57,1538164800181,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,23.57,1538164800181,0.148,0.006280000000000001,23.718,1538164893844,23.79,,,,,,,,,,23.57,Close,"September 28, 2018",1538164800181,30150,23.57,0,23.63,1538141400702,,23.5,Nasdaq Global Select,Financial Services,25.99,23.39,-0.017503815333978
ACGLP,,,40300,,,close,-0.2,-0.008620000000000001,23.01,1538164800190,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,23.01,1538164800190,0.68,0.029550000000000003,23.69,1536672480077,23.179,,,,,,,,,,23.01,Close,"September 28, 2018",1538164800190,37840,23.01,0,23.01,1538141400419,,23.21,Nasdaq Global Select,Financial Services,25.25,22.75,-0.043544735873034
ACH,,,52778,,,close,0.39,0.036480000000000005,11.08,1538164920718,Aluminum Corporation of China Limited American Depositary Shares,11.08,1538164920718,1.42,0.12816000000000002,12.5,1538166687500,11.09,,,,,,,,,,11.08,Close,"September 28, 2018",1538164920718,33958,10.9,6605363373,11.08,1538141401000,,10.69,New York Stock Exchange,Basic Materials,23.54,9.2,-0.37727661375661303
ACHC,,,808538,,,close,0.67,0.0194,35.2,1538164800210,Acadia Healthcare Company Inc.,35.2,1538164800210,0.004,0.00011,35.204,1538165886040,35.31,,,,,,,,,,35.2,Close,"September 28, 2018",1538164800210,732162,34.51,3107257930,34.51,1538141400450,14.61,34.53,Nasdaq Global Select,Healthcare,48.349,26.92,0.06051209701271801
ACHN,,,1302089,,,close,-0.03,-0.00809,3.68,1538164800363,Achillion Pharmaceuticals Inc.,3.68,1538164800363,-0.01,-0.00272,3.67,1538167936394,3.83,,,,,,,,,,3.68,Close,"September 28, 2018",1538164800363,1972950,3.65,509996738,3.68,1538141400717,-6.34,3.71,Nasdaq Global Select,Healthcare,4.82,2.33,0.18284851132686
ACHV,,,1845298,,,close,-0.66,-0.17323000000000002,3.15,1538164800357,Achieve Life Sciences Inc.,3.15,1538164800357,0.05,0.015870000000000002,3.2,1538168348397,3.95,,,,,,,,,,3.15,Close,"September 28, 2018",1538164800357,3712647,3.02,14335666,3.54,1538141400503,,3.81,NASDAQ Capital Market,Healthcare,38.45,2.3967,-0.9544800000000001
ACIA,,,563668,,,close,-0.18,-0.0043300000000000005,41.37,1538164800326,Acacia Communications Inc.,41.37,1538164800326,0,0,41.37,1538166040124,42.08,,,,,,,,,,41.37,Close,"September 28, 2018",1538164800326,456147,41.087,1677561650,41.54,1538141400613,133.45,41.55,Nasdaq Global Select,Technology,48.9,24.72,0.11832943012211601
ACIM,,,2615,,,close,-0.1675,-0.00206,81.036,1538164800168,SPDR MSCI ACWI IMI,80.96,1538165400001,0.244,0.00301,81.28,1535572800106,81.176,,,,,,,,,,81.036,Close,"September 28, 2018",1538164800168,2334,80.79,105346800,80.79,1538141400110,,81.2035,NYSE Arca,,84.34,74.3211,0.028975654168686003
ACIU,,,141761,,,close,-0.2,-0.024390000000000002,8,1538164800472,AC Immune SA,8,1538164800472,0.493,0.061630000000000004,8.493,1537906266959,8.12,,,,,,,,,,8,Close,"September 28, 2018",1538164800472,1384017,7.85,538901520,8.12,1538141400780,-16,8.2,NASDAQ Global Market,Healthcare,17.4,7.57,-0.42513906367041204
ACIW,,,374944,,,close,-0.05,-0.00177,28.14,1538164800211,ACI Worldwide Inc.,28.14,1538164800211,0,0,28.14,1538166038911,28.62,,,,,,,,,,28.14,Close,"September 28, 2018",1538164800211,591798,28.11,3257487160,28.12,1538141400458,62.53,28.19,Nasdaq Global Select,Technology,28.98,20.23,0.238423918025561
ACLS,,,309403,,,close,0.1,0.00512,19.65,1538164800355,Axcelis Technologies Inc.,19.65,1538164800355,-0.6950000000000001,-0.035370000000000006,18.955,1538168196098,19.8,,,,,,,,,,19.65,Close,"September 28, 2018",1538164800355,193137,19.35,635786479,19.55,1538141400586,11.63,19.55,Nasdaq Global Select,Technology,37.05,18.35,-0.329905380710659
ACM,,,729524,,,close,0.04,0.0012300000000000002,32.66,1538165158268,AECOM,32.66,1538165158268,0.004,0.00012000000000000002,32.664,1538165886102,32.89,,,,,,,,,,32.66,Close,"September 28, 2018",1538165158268,643841,32.545,5251085382,32.57,1538141401003,11.83,32.62,New York Stock Exchange,Industrials,39.9,30.95,-0.13291634146341402
ACMR,,,34889,,,close,0.22,0.020280000000000003,11.07,1538164800246,ACM Research Inc.,11.07,1538164800246,0,0,11.07,1538166038991,11.175,,,,,,,,,,11.07,Close,"September 28, 2018",1538164800246,31119,10.836,175810198,10.78,1538141400460,52.71,10.85,NASDAQ Global Market,Technology,15.5951,4.7437000000000005,0.9900308896797151
ACN,,,1965565,,,close,0.15,0.00088,170.2,1538164879368,Accenture plc Class A (Ireland),170.2,1538164879368,0,0,170.2,1538167269000,170.8,,,,,,,,,,170.2,Close,"September 28, 2018",1538164879368,2386960,169.06,109168465368,169.9,1538141433475,26.72,170.05,New York Stock Exchange,Technology,175.64,133.66,0.11698655866707201
ACNB,,,8070,,,close,-0.75,-0.019760000000000003,37.2,1538164800472,ACNB Corporation,37.2,1538164800472,0,0,37.2,1538166039045,38.525,,,,,,,,,,37.2,Close,"September 28, 2018",1538164800472,7560,36.45,261842170,37.75,1538141400324,,37.95,NASDAQ Capital Market,Financial Services,41.45,26.8,0.257129332825323
ACOR,,,864484,,,close,-0.1,-0.00506,19.65,1538164800239,Acorda Therapeutics Inc.,19.65,1538164800239,0,0,19.65,1538166381905,19.95,,,,,,,,,,19.65,Close,"September 28, 2018",1538164800239,451324,19.4,933056925,19.8,1538141400470,19.46,19.75,Nasdaq Global Select,Healthcare,36.35,15.6,-0.137510331125827
ACP,,,60048,,,close,-0.04,-0.0028,14.23,1538164921021,Aberdeen Income Credit Strategies Fund,14.23,1538164921021,-0.02,-0.00141,14.21,1537794049640,14.32,,,,,,,,,,14.23,Close,"September 28, 2018",1538164921021,52784,14.2,186044045,14.28,1538141401002,,14.27,New York Stock Exchange,Financial Services,14.93,13.3101,0.07545902464159
ACRE,,,97678,,,close,0.14,0.01012,13.97,1538164921089,Ares Commercial Real Estate Corporation,13.97,1538164921089,0,0,13.97,1538166039123,13.98,,,,,,,,,,13.97,Close,"September 28, 2018",1538164921089,89985,13.74,400919442,13.84,1538141401002,10.58,13.83,New York Stock Exchange,Real Estate,14.768,11.96,0.174529251927484
ACRS,,,247868,,,close,-0.49,-0.03264,14.52,1538164800203,Aclaris Therapeutics Inc.,14.52,1538164800203,0,0,14.52,1538166039155,15.25,,,,,,,,,,14.52,Close,"September 28, 2018",1538164800203,172682,14.36,449839227,14.98,1538141400799,-4.25,15.01,Nasdaq Global Select,Healthcare,28.62,14.115,-0.45253612465041904
ACRX,,,804317,,,close,-0.2,-0.04938000000000001,3.85,1538164800444,AcelRx Pharmaceuticals Inc.,3.85,1538164800444,0.05,0.012990000000000002,3.9,1538168374987,4.05,,,,,,,,,,3.85,Close,"September 28, 2018",1538164800444,932024,3.85,233309669,4.05,1538141400746,-4.23,4.05,NASDAQ Global Market,Healthcare,5.75,1.55,0.828668780487805
ACSI,,,2637,,,close,-0.0206,-0.0006000000000000001,34.0494,1538164800000,American Customer Satisfaction,34.049,1538164800107,0.1406,0.00413,34.19,1537389024549,34.049,,,,,,,,,,34.0494,Close,"September 28, 2018",1538164800000,865,34.024,57883980,34.07,1538141400000,,34.07,Cboe Global Markets EDGX,,34.49,29.2,0.09989773755656
ACST,,,851501,,,close,0.30000000000000004,0.30303,1.29,1538164800534,Acasti Pharma Inc.,1.29,1538164800534,0.08,0.062020000000000006,1.37,1538168378210,1.4,,,,,,,,,,1.29,Close,"September 28, 2018",1538164800534,4697612,1,47317032,1.05,1538141400383,,0.99,NASDAQ Capital Market,Healthcare,3.3565,0.4333,0.599512412060301
ACT,,,11287,,,close,-0.0699,-0.0025800000000000003,27.0101,1538164800425,AdvisorShares Vice ETF,27,1538164800425,0.08990000000000001,0.00333,27.1,1538081791649,27.134,,,,,,,,,,27.0101,Close,"September 28, 2018",1538164800425,4043,26.83,14855555,26.83,1538141400752,,27.08,NASDAQ Global Market,,29.5,24.23,0.010552033008252
ACTG,,,180744,,,close,0,0,3.2,1538164800639,Acacia Research Corporation,3.2,1538164800639,0,0,3.2,1538166039189,3.25,,,,,,,,,,3.2,Close,"September 28, 2018",1538164800639,214289,3.15,158384205,3.25,1538141400589,1.16,3.2,Nasdaq Global Select,Industrials,4.75,3.05,-0.199999999999999
